8,24.57,17.86,-1.48,-1.0
1,24.07,18.42,-1.7,-1.0
2,24.07,18.42,-1.7,144.0
3,24.07,18.42,-1.7,135.0
4,24.07,18.42,-1.7,-1.0
5,24.07,18.42,-1.7,190.0
6,24.07,18.42,-1.7,-1.0
7,24.07,18.42,-1.7,-1.0
8,24.07,18.42,-1.7,-1.0
1,20.67,19.43,-1.42,-1.0
2,20.67,19.43,-1.42,142.0
3,20.67,19.43,-1.42,131.0
4,20.67,19.43,-1.42,-1.0
5,20.67,19.43,-1.42,183.0
6,20.67,19.43,-1.42,-1.0
7,20.67,19.43,-1.42,74.0
8,20.67,19.43,-1.42,-1.0
1,24.44,17.63,-2.07,-1.0
2,24.44,17.63,-2.07,-1.0
3,24.44,17.63,-2.07,-1.0
4,24.44,17.63,-2.07,-1.0
5,24.44,17.63,-2.07,-1.0
6,24.44,17.63,-2.07,-1.0
7,24.44,17.63,-2.07,-1.0
8,24.44,17.63,-2.07,-1.0
1,-1,-1,-1,-1.0
2,-1,-1,-1,-1.0
3,-1,-1,-1,-1.0
4,-1,-1,-1,-1.0
5,-1,-1,-1,-1.0
6,-1,-1,-1,-1.0
7,-1,-1,-1,-1.0
8,-1,-1,-1,-1.0
1,27.32,18.79,-1.63,-1.0
2,27.32,18.79,-1.63,-1.0
3,27.32,18.79,-1.63,-1.0
4,27.32,18.79,-1.63,-1.0
5,27.32,18.79,-1.63,-1.0
6,27.32,18.79,-1.63,-1.0
7,27.32,18.79,-1.63,-1.0
8,27.32,18.79,-1.63,-1.0
1,30.28,17.27,-2.52,-1.0
2,30.28,17.27,-2.52,144.0
3,30.28,17.27,-2.52,132.0
4,30.28,17.27,-2.52,177.0
5,30.28,17.27,-2.52,189.0
6,30.28,17.27,-2.52,-1.0
7,30.28,17.27,-2.52,78.0
8,30.28,17.27,-2.52,-1.0
1,29.8,17.53,-1.76,-1.0
2,29.8,17.53,-1.76,143.0
3,29.8,17.53,-1.76,133.0
4,29.8,17.53,-1.76,179.0
5,29.8,17.53,-1.76,190.0
6,29.8,17.53,-1.76,-1.0
7,29.8,17.53,-1.76,80.0
8,29.8,17.53,-1.76,-1.0
1,27.84,15.74,-3.51,-1.0
2,27.84,15.74,-3.51,-1.0
3,27.84,15.74,-3.51,130.0
4,27.84,15.74,-3.51,-1.0
5,27.84,15.74,-3.51,187.0
6,27.84,15.74,-3.51,-1.0
7,27.84,15.74,-3.51,-1.0
8,27.84,15.74,-3.51,-1.0
1,32.03,15.99,-2.87,-1.0
2,32.03,15.99,-2.87,-1.0
3,32.03,15.99,-2.87,123.0
4,32.03,15.99,-2.87,-1.0
5,32.03,15.99,-2.87,179.0
6,32.03,15.99,-2.87,-1.0
7,32.03,15.99,-2.87,-1.0
8,32.03,15.99,-2.87,-1.0
1,31.64,17.57,-2.4,-1.0
2,31.64,17.57,-2.4,140.0
3,31.64,17.57,-2.4,131.0
4,31.64,17.57,-2.4,181.0
5,31.64,17.57,-2.4,189.0
6,31.64,17.57,-2.4,-1.0
7,31.64,17.57,-2.4,81.0
8,31.64,17.57,-2.4,-1.0
1,32.37,18.1,-3.3,-1.0
2,32.37,18.1,-3.3,144.0
3,32.37,18.1,-3.3,131.0
4,32.37,18.1,-3.3,171.0
5,32.37,18.1,-3.3,184.0
6,32.37,18.1,-3.3,-1.0
7,32.37,18.1,-3.3,81.0
8,32.37,18.1,-3.3,-1.0
1,34.27,17.11,-2.81,-1.0
2,34.27,17.11,-2.81,142.0
3,34.27,17.11,-2.81,131.0
4,34.27,17.11,-2.81,172.0
5,34.27,17.11,-2.81,184.0
6,34.27,17.11,-2.81,-1.0
7,34.27,17.11,-2.81,75.0
8,34.27,17.11,-2.81,-1.0
1,34.22,15.58,-3.48,-1.0
2,34.22,15.58,-3.48,142.0
3,34.22,15.58,-3.48,130.0
4,34.22,15.58,-3.48,174.0
5,34.22,15.58,-3.48,184.0
6,34.22,15.58,-3.48,-1.0
7,34.22,15.58,-3.48,78.0
8,34.22,15.58,-3.48,-1.0
1,33.49,16.44,-2.7,-1.0
2,33.49,16.44,-2.7,-1.0
3,33.49,16.44,-2.7,-1.0
4,33.49,16.44,-2.7,-1.0
5,33.49,16.44,-2.7,-1.0
6,33.49,16.44,-2.7,-1.0
7,33.49,16.44,-2.7,-1.0
8,33.49,16.44,-2.7,-1.0
1,35.89,10.95,-4.19,-1.0
2,35.89,10.95,-4.19,-1.0
3,35.89,10.95,-4.19,-1.0
4,35.89,10.95,-4.19,-1.0
5,35.89,10.95,-4.19,-1.0
6,35.89,10.95,-4.19,-1.0
7,35.89,10.95,-4.19,-1.0
8,35.89,10.95,-4.19,-1.0
1,-1,-1,-1,-1.0
2,-1,-1,-1,-1.0
3,-1,-1,-1,-1.0
4,-1,-1,-1,-1.0
5,-1,-1,-1,183.0
6,-1,-1,-1,-1.0
7,-1,-1,-1,-1.0
8,-1,-1,-1,-1.0
1,36.64,16.22,-4.23,-1.0
2,36.64,16.22,-4.23,140.0
3,36.64,16.22,-4.23,127.0
4,36.64,16.22,-4.23,166.0
5,36.64,16.22,-4.23,179.0
6,36.64,16.22,-4.23,-1.0
7,36.64,16.22,-4.23,79.0
8,36.64,16.22,-4.23,-1.0
1,37.69,15.05,-4.97,-1.0
2,37.69,15.05,-4.97,143.0
3,37.69,15.05,-4.97,130.0
4,37.69,15.05,-4.97,169.0
5,37.69,15.05,-4.97,180.0
6,37.69,15.05,-4.97,-1.0
7,37.69,15.05,-4.97,77.0
